mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.6260957717895508,0.1107933488429394,0.009408092498779297,0.006979372121057839,0.001,5,sqrt,100,"{'learning_rate': 0.001, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 100}",-0.892764110788028,-1.1230865457135408,-1.1908529340788871,-1.0575019600935525,-0.8584320983523479,-1.0245275298052712,0.12916239678565228,17
0.8158437252044678,0.11956136838035933,0.008349037170410157,0.0039065980564106225,0.001,5,sqrt,250,"{'learning_rate': 0.001, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 250}",-0.8818031839675101,-1.108945770441842,-1.17753586130778,-1.0432752325734034,-0.8477075102735967,-1.0118535117128264,0.12784511703573062,11
1.762820053100586,0.3471490934926117,0.011398696899414062,0.0024357318061368127,0.001,5,sqrt,500,"{'learning_rate': 0.001, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 500}",-0.8670465099577048,-1.0934779725028467,-1.167354184910888,-1.030086133910827,-0.8400075989075034,-0.9995944800379538,0.12721957922717853,3
0.4306629180908203,0.1856305345679987,0.008176326751708984,0.006143968942109883,0.001,5,log2,100,"{'learning_rate': 0.001, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 100}",-0.892764110788028,-1.1230865457135408,-1.1908529340788871,-1.0575019600935525,-0.8584320983523479,-1.0245275298052712,0.12916239678565228,17
0.7676181793212891,0.10565067344000825,0.006937408447265625,0.001245890850633021,0.001,5,log2,250,"{'learning_rate': 0.001, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 250}",-0.8818031839675101,-1.108945770441842,-1.17753586130778,-1.0432752325734034,-0.8477075102735967,-1.0118535117128264,0.12784511703573062,11
1.571437931060791,0.2246051454215482,0.017424488067626955,0.014974938562412575,0.001,5,log2,500,"{'learning_rate': 0.001, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 500}",-0.8670465099577048,-1.0934779725028467,-1.167354184910888,-1.030086133910827,-0.8400075989075034,-0.9995944800379538,0.12721957922717853,3
0.4762706756591797,0.06398723680572978,0.006047964096069336,0.0001234792815755019,0.001,10,sqrt,100,"{'learning_rate': 0.001, 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 100}",-0.8856965944919671,-1.1216966411136347,-1.1897834099981417,-1.0603042421004159,-0.8530434851904707,-1.0221048745789258,0.13166835241554142,15
1.232577419281006,0.17061131721645198,0.012441444396972656,0.003131960806139786,0.001,10,sqrt,250,"{'learning_rate': 0.001, 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 250}",-0.86704911630377,-1.108943935970633,-1.178352928969296,-1.0499337126397077,-0.8362647203627835,-1.008108882849238,0.13440858118651328,9
2.4909807205200196,0.33815402816482965,0.021158695220947266,0.005349763469537631,0.001,10,sqrt,500,"{'learning_rate': 0.001, 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 500}",-0.8466507906026947,-1.0954909021894534,-1.172799172975639,-1.050840469603403,-0.8287165632166923,-0.9988995797175765,0.1374123437298158,1
0.49855775833129884,0.06148433140195393,0.006595420837402344,0.000765946948460536,0.001,10,log2,100,"{'learning_rate': 0.001, 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 100}",-0.8856965944919671,-1.1216966411136347,-1.1897834099981417,-1.0603042421004159,-0.8530434851904707,-1.0221048745789258,0.13166835241554142,15
1.2447693347930908,0.19375730464119353,0.01127166748046875,0.0025917933679021014,0.001,10,log2,250,"{'learning_rate': 0.001, 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 250}",-0.86704911630377,-1.108943935970633,-1.178352928969296,-1.0499337126397077,-0.8362647203627835,-1.008108882849238,0.13440858118651328,9
2.5279383182525637,0.3317408731507574,0.01960463523864746,0.003944689899009186,0.001,10,log2,500,"{'learning_rate': 0.001, 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 500}",-0.8466507906026947,-1.0954909021894534,-1.172799172975639,-1.050840469603403,-0.8287165632166923,-0.9988995797175765,0.1374123437298158,1
0.6049878120422363,0.08744789852530337,0.009141778945922852,0.0016773478248724378,0.001,15,sqrt,100,"{'learning_rate': 0.001, 'max_depth': 15, 'max_features': 'sqrt', 'n_estimators': 100}",-0.8814084857083101,-1.1192729476834093,-1.190509845693562,-1.056724965354362,-0.8522071786246148,-1.0200246846128516,0.1323929638557876,13
1.5480752468109131,0.21769941705588527,0.015430736541748046,0.0023245301236152907,0.001,15,sqrt,250,"{'learning_rate': 0.001, 'max_depth': 15, 'max_features': 'sqrt', 'n_estimators': 250}",-0.8587058244836583,-1.1060215129653779,-1.1827613854093828,-1.048065345626724,-0.8385388943443355,-1.0068185925658955,0.13620119625754773,7
3.1970582485198973,0.3817753965332169,0.029497671127319335,0.004315057667409041,0.001,15,sqrt,500,"{'learning_rate': 0.001, 'max_depth': 15, 'max_features': 'sqrt', 'n_estimators': 500}",-0.8383862847249177,-1.0961986451984185,-1.1856821801157795,-1.0465660463125412,-0.8332003007825031,-1.000006691426832,0.14130929227756295,5
0.625875997543335,0.11251913158153345,0.0074497699737548825,0.0004121102098967386,0.001,15,log2,100,"{'learning_rate': 0.001, 'max_depth': 15, 'max_features': 'log2', 'n_estimators': 100}",-0.8814084857083101,-1.1192729476834093,-1.190509845693562,-1.056724965354362,-0.8522071786246148,-1.0200246846128516,0.1323929638557876,13
1.5749264240264893,0.13356078597187948,0.01857337951660156,0.0039565542027972635,0.001,15,log2,250,"{'learning_rate': 0.001, 'max_depth': 15, 'max_features': 'log2', 'n_estimators': 250}",-0.8587058244836583,-1.1060215129653779,-1.1827613854093828,-1.048065345626724,-0.8385388943443355,-1.0068185925658955,0.13620119625754773,7
3.117404508590698,0.29209718539253526,0.028812122344970704,0.005131314222408261,0.001,15,log2,500,"{'learning_rate': 0.001, 'max_depth': 15, 'max_features': 'log2', 'n_estimators': 500}",-0.8383862847249177,-1.0961986451984185,-1.1856821801157795,-1.0465660463125412,-0.8332003007825031,-1.000006691426832,0.14130929227756295,5
0.3416853427886963,0.015814410776355026,0.005469369888305664,0.002245727820761414,0.1,5,sqrt,100,"{'learning_rate': 0.1, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 100}",-0.9282001929572733,-1.1386133422528688,-1.236585425397497,-1.123546931650162,-1.02036801129127,-1.0894627807098143,0.10583221531732946,19
0.8270500183105469,0.04251488332689105,0.0071433067321777345,0.0024771546142202325,0.1,5,sqrt,250,"{'learning_rate': 0.1, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 250}",-0.9983133358764607,-1.2146914857004563,-1.34826428751935,-1.2204061926343088,-1.1094288884744705,-1.178220838041009,0.11757850879612927,33
1.5629765033721923,0.18820264898483463,0.010074710845947266,0.0022603770114481897,0.1,5,sqrt,500,"{'learning_rate': 0.1, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 500}",-1.0300476627351265,-1.259544825680685,-1.38849961849945,-1.2566186563471113,-1.1354001554684943,-1.2140221837461733,0.12194850827834215,41
0.35955014228820803,0.036494930337944695,0.006584930419921875,0.0029102395482053386,0.1,5,log2,100,"{'learning_rate': 0.1, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 100}",-0.9282001929572733,-1.1386133422528688,-1.236585425397497,-1.123546931650162,-1.02036801129127,-1.0894627807098143,0.10583221531732946,19
0.7890107154846191,0.11395113565874775,0.006005716323852539,0.000459265069649697,0.1,5,log2,250,"{'learning_rate': 0.1, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 250}",-0.9983133358764607,-1.2146914857004563,-1.34826428751935,-1.2204061926343088,-1.1094288884744705,-1.178220838041009,0.11757850879612927,33
1.6958680629730225,0.25053780377315893,0.010354328155517577,0.004963742064295816,0.1,5,log2,500,"{'learning_rate': 0.1, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 500}",-1.0300476627351265,-1.259544825680685,-1.38849961849945,-1.2566186563471113,-1.1354001554684943,-1.2140221837461733,0.12194850827834215,41
0.434739875793457,0.013540849014098941,0.0059890270233154295,0.00016754034383733503,0.1,10,sqrt,100,"{'learning_rate': 0.1, 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 100}",-0.9193557259451026,-1.0962971837724267,-1.3685407662396953,-1.2763147557077237,-1.0239066716580385,-1.1368830206645972,0.16421663092460825,27
1.4950204372406006,0.2873991063470532,0.009984540939331054,0.002056389346262354,0.1,10,sqrt,250,"{'learning_rate': 0.1, 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 250}",-0.9228021920588153,-1.098871042168452,-1.373386272297948,-1.2801827712439908,-1.0303159934589787,-1.141111654245637,0.16432360926697268,29
2.4403722286224365,0.39723644867664304,0.015192127227783203,0.005372800403908584,0.1,10,sqrt,500,"{'learning_rate': 0.1, 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 500}",-0.9227925346782644,-1.09896804764696,-1.3735206096930621,-1.2803058779858714,-1.0303248029358314,-1.1411823745879979,0.1643788170397471,31
0.5077280044555664,0.09055883595091896,0.0057736396789550785,0.0006364689887887942,0.1,10,log2,100,"{'learning_rate': 0.1, 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 100}",-0.9193557259451026,-1.0962971837724267,-1.3685407662396953,-1.2763147557077237,-1.0239066716580385,-1.1368830206645972,0.16421663092460825,27
1.233893585205078,0.22060180679304947,0.009081745147705078,0.0013940773725883448,0.1,10,log2,250,"{'learning_rate': 0.1, 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 250}",-0.9228021920588153,-1.098871042168452,-1.373386272297948,-1.2801827712439908,-1.0303159934589787,-1.141111654245637,0.16432360926697268,29
2.425010013580322,0.41537953347741485,0.01748623847961426,0.005646867924902561,0.1,10,log2,500,"{'learning_rate': 0.1, 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 500}",-0.9227925346782644,-1.09896804764696,-1.3735206096930621,-1.2803058779858714,-1.0303248029358314,-1.1411823745879979,0.1643788170397471,31
0.6682344913482666,0.0945470443170549,0.006737613677978515,0.000282625233254073,0.1,15,sqrt,100,"{'learning_rate': 0.1, 'max_depth': 15, 'max_features': 'sqrt', 'n_estimators': 100}",-0.9358694734163223,-1.0650770547173642,-1.373764890949311,-1.2055969409072098,-0.9893535060781572,-1.113932373213673,0.15844775972519726,21
1.6213987350463868,0.20531918900486687,0.013725709915161134,0.002501104603112807,0.1,15,sqrt,250,"{'learning_rate': 0.1, 'max_depth': 15, 'max_features': 'sqrt', 'n_estimators': 250}",-0.9359012228041845,-1.0650995418136706,-1.3740021449915922,-1.2058142020166485,-0.9894045511034937,-1.1140443325459182,0.1585341656555516,23
2.518196535110474,0.2374846425530189,0.017674684524536133,0.004867279421412321,0.1,15,sqrt,500,"{'learning_rate': 0.1, 'max_depth': 15, 'max_features': 'sqrt', 'n_estimators': 500}",-0.9359012222264369,-1.0650995707314037,-1.374002235691462,-1.205814228328168,-0.9894045691244121,-1.1140443652203766,0.15853419395755294,25
0.7053971290588379,0.12498561661470771,0.007129383087158203,0.0002218316672403782,0.1,15,log2,100,"{'learning_rate': 0.1, 'max_depth': 15, 'max_features': 'log2', 'n_estimators': 100}",-0.9358694734163223,-1.0650770547173642,-1.373764890949311,-1.2055969409072098,-0.9893535060781572,-1.113932373213673,0.15844775972519726,21
1.6251389026641845,0.17893981209289547,0.014401388168334962,0.002629614336777184,0.1,15,log2,250,"{'learning_rate': 0.1, 'max_depth': 15, 'max_features': 'log2', 'n_estimators': 250}",-0.9359012228041845,-1.0650995418136706,-1.3740021449915922,-1.2058142020166485,-0.9894045511034937,-1.1140443325459182,0.1585341656555516,23
2.3661624908447267,0.34256239247050274,0.015404844284057617,0.001719569057138227,0.1,15,log2,500,"{'learning_rate': 0.1, 'max_depth': 15, 'max_features': 'log2', 'n_estimators': 500}",-0.9359012222264369,-1.0650995707314037,-1.374002235691462,-1.205814228328168,-0.9894045691244121,-1.1140443652203766,0.15853419395755294,25
0.32862401008605957,0.042751045455499626,0.0062161445617675785,0.0028411065346068344,0.3,5,sqrt,100,"{'learning_rate': 0.3, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 100}",-1.108364097082742,-1.2483517967783477,-1.406579563922965,-1.339504746600039,-1.2281108538865435,-1.2661822116541275,0.10174627257916748,49
0.7769350528717041,0.08314995794279349,0.007069444656372071,0.001514985626354939,0.3,5,sqrt,250,"{'learning_rate': 0.3, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 250}",-1.1477319816897762,-1.2533333807333584,-1.443273230595153,-1.3722940601995806,-1.2526372634771448,-1.2938539833390026,0.10312258114124173,51
1.635795783996582,0.16519284472452142,0.008894968032836913,0.0009433891166665866,0.3,5,sqrt,500,"{'learning_rate': 0.3, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 500}",-1.1481512274077728,-1.2565777655961736,-1.4469366257980838,-1.3767343620859382,-1.2552243716432154,-1.2967248705062366,0.10428163695760541,53
0.3191092014312744,0.05685394018069259,0.005864858627319336,0.0011061701140218387,0.3,5,log2,100,"{'learning_rate': 0.3, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 100}",-1.108364097082742,-1.2483517967783477,-1.406579563922965,-1.339504746600039,-1.2281108538865435,-1.2661822116541275,0.10174627257916748,49
0.7489861965179443,0.05325935866204488,0.008211851119995117,0.004583890500003315,0.3,5,log2,250,"{'learning_rate': 0.3, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 250}",-1.1477319816897762,-1.2533333807333584,-1.443273230595153,-1.3722940601995806,-1.2526372634771448,-1.2938539833390026,0.10312258114124173,51
1.5908770084381103,0.21994935081522174,0.010849285125732421,0.002819865074889979,0.3,5,log2,500,"{'learning_rate': 0.3, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 500}",-1.1481512274077728,-1.2565777655961736,-1.4469366257980838,-1.3767343620859382,-1.2552243716432154,-1.2967248705062366,0.10428163695760541,53
0.530061912536621,0.047339417942722145,0.007092523574829102,0.0023724374296211406,0.3,10,sqrt,100,"{'learning_rate': 0.3, 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 100}",-1.0902722028135206,-1.279589564700848,-1.3824821316025655,-1.3395614571206151,-1.0744770131796466,-1.2332764738834392,0.12757054409403412,43
1.1591615200042724,0.12293160947236535,0.008906698226928711,0.0007955180306755421,0.3,10,sqrt,250,"{'learning_rate': 0.3, 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 250}",-1.0902766168180422,-1.2796180902147727,-1.3825028197089162,-1.339593458906509,-1.0744718618432505,-1.2332925694982984,0.12758308009108085,45
1.3990679264068604,0.10764284014205136,0.012483453750610352,0.003128476265270647,0.3,10,sqrt,500,"{'learning_rate': 0.3, 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 500}",-1.0902766168180422,-1.2796180902147727,-1.3825028197089162,-1.339593458906509,-1.0744718618432505,-1.2332925694982984,0.12758308009108085,45
0.5174685955047608,0.07138496391113436,0.006479072570800781,0.002119950583214251,0.3,10,log2,100,"{'learning_rate': 0.3, 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 100}",-1.0902722028135206,-1.279589564700848,-1.3824821316025655,-1.3395614571206151,-1.0744770131796466,-1.2332764738834392,0.12757054409403412,43
1.1286936283111573,0.10894698859102589,0.008916425704956054,0.0014612725508768554,0.3,10,log2,250,"{'learning_rate': 0.3, 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 250}",-1.0902766168180422,-1.2796180902147727,-1.3825028197089162,-1.339593458906509,-1.0744718618432505,-1.2332925694982984,0.12758308009108085,45
1.4884445190429687,0.1334558628116937,0.01023721694946289,0.003205769653915054,0.3,10,log2,500,"{'learning_rate': 0.3, 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 500}",-1.0902766168180422,-1.2796180902147727,-1.3825028197089162,-1.339593458906509,-1.0744718618432505,-1.2332925694982984,0.12758308009108085,45
0.6212376594543457,0.06400281045220771,0.006794929504394531,0.0008391534702212964,0.3,15,sqrt,100,"{'learning_rate': 0.3, 'max_depth': 15, 'max_features': 'sqrt', 'n_estimators': 100}",-1.0358532262467126,-1.1824891107044162,-1.434948434456731,-1.2832887662797863,-1.0443909624025773,-1.1961941000180447,0.15068531994075973,35
0.7894849300384521,0.06106216906331532,0.0072557926177978516,0.0009691611250710107,0.3,15,sqrt,250,"{'learning_rate': 0.3, 'max_depth': 15, 'max_features': 'sqrt', 'n_estimators': 250}",-1.0358532265919265,-1.1824891107676603,-1.434948434456731,-1.2832887660370245,-1.0443909624025773,-1.196194100051184,0.15068531983807965,37
1.1265090465545655,0.06643908067509043,0.011101770401000976,0.002093228799999499,0.3,15,sqrt,500,"{'learning_rate': 0.3, 'max_depth': 15, 'max_features': 'sqrt', 'n_estimators': 500}",-1.0358532265919265,-1.1824891107676603,-1.434948434456731,-1.2832887660370245,-1.0443909624025773,-1.196194100051184,0.15068531983807965,37
0.6131425380706788,0.06390149578767805,0.007117223739624023,0.0008292086360850888,0.3,15,log2,100,"{'learning_rate': 0.3, 'max_depth': 15, 'max_features': 'log2', 'n_estimators': 100}",-1.0358532262467126,-1.1824891107044162,-1.434948434456731,-1.2832887662797863,-1.0443909624025773,-1.1961941000180447,0.15068531994075973,35
0.8328608989715576,0.09708590860143422,0.007216548919677735,0.0018388163859799145,0.3,15,log2,250,"{'learning_rate': 0.3, 'max_depth': 15, 'max_features': 'log2', 'n_estimators': 250}",-1.0358532265919265,-1.1824891107676603,-1.434948434456731,-1.2832887660370245,-1.0443909624025773,-1.196194100051184,0.15068531983807965,37
1.065885066986084,0.11000256223164497,0.011351680755615235,0.006128456921777682,0.3,15,log2,500,"{'learning_rate': 0.3, 'max_depth': 15, 'max_features': 'log2', 'n_estimators': 500}",-1.0358532265919265,-1.1824891107676603,-1.434948434456731,-1.2832887660370245,-1.0443909624025773,-1.196194100051184,0.15068531983807965,37
0.35686802864074707,0.02622209811745052,0.005488157272338867,0.001895126756732423,0.5,5,sqrt,100,"{'learning_rate': 0.5, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 100}",-1.2466702832421528,-1.3849637582840086,-1.553585007736808,-1.4106014175119923,-1.2312133212103618,-1.3654067575970648,0.11827283381897778,67
0.7867533206939697,0.10630058213833243,0.0067676067352294925,0.001311706711188018,0.5,5,sqrt,250,"{'learning_rate': 0.5, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 250}",-1.2455885549768693,-1.3929183239620821,-1.5611751344889606,-1.4339054520046866,-1.239445260497565,-1.3746065451860328,0.12130435670870504,69
1.5690852642059325,0.11779310610793774,0.008024978637695312,0.0002794263875524525,0.5,5,sqrt,500,"{'learning_rate': 0.5, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 500}",-1.2454215856978557,-1.3931564019008984,-1.561193638848056,-1.433996285425887,-1.239549432132349,-1.374663468801009,0.12133848795333475,71
0.32123579978942873,0.048220665207727005,0.005789279937744141,0.002852256233963647,0.5,5,log2,100,"{'learning_rate': 0.5, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 100}",-1.2466702832421528,-1.3849637582840086,-1.553585007736808,-1.4106014175119923,-1.2312133212103618,-1.3654067575970648,0.11827283381897778,67
0.7789414882659912,0.13045572258864596,0.0061743736267089845,0.0007959742632005005,0.5,5,log2,250,"{'learning_rate': 0.5, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 250}",-1.2455885549768693,-1.3929183239620821,-1.5611751344889606,-1.4339054520046866,-1.239445260497565,-1.3746065451860328,0.12130435670870504,69
1.590131902694702,0.09548644696638622,0.008429431915283203,0.0014487649423997509,0.5,5,log2,500,"{'learning_rate': 0.5, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 500}",-1.2454215856978557,-1.3931564019008984,-1.561193638848056,-1.433996285425887,-1.239549432132349,-1.374663468801009,0.12133848795333475,71
0.5047035694122315,0.05158893938903022,0.005325174331665039,0.00020461624185453417,0.5,10,sqrt,100,"{'learning_rate': 0.5, 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 100}",-1.1506904497245392,-1.19187328246816,-1.58614962661327,-1.476040638410678,-1.2211579354197852,-1.3251823865272863,0.17314846359228603,61
0.7340432643890381,0.10646578257872742,0.006924200057983399,0.0011746951419098347,0.5,10,sqrt,250,"{'learning_rate': 0.5, 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 250}",-1.1506904797165303,-1.191873281375619,-1.5861496428513775,-1.476040622071764,-1.2211579237062093,-1.3251823899443,0.1731484611707089,63
1.2115978240966796,0.2906953216321726,0.010012960433959961,0.004664431312423465,0.5,10,sqrt,500,"{'learning_rate': 0.5, 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 500}",-1.1506904797165303,-1.191873281375619,-1.5861496428513775,-1.476040622071764,-1.2211579237062093,-1.3251823899443,0.1731484611707089,63
0.5196417331695556,0.06577418222430415,0.005615949630737305,0.0002432082204305959,0.5,10,log2,100,"{'learning_rate': 0.5, 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 100}",-1.1506904497245392,-1.19187328246816,-1.58614962661327,-1.476040638410678,-1.2211579354197852,-1.3251823865272863,0.17314846359228603,61
0.729510498046875,0.0475409868741189,0.007178401947021485,0.002161304076368,0.5,10,log2,250,"{'learning_rate': 0.5, 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 250}",-1.1506904797165303,-1.191873281375619,-1.5861496428513775,-1.476040622071764,-1.2211579237062093,-1.3251823899443,0.1731484611707089,63
1.089554738998413,0.07388584545085193,0.00677947998046875,0.0005961494242405749,0.5,10,log2,500,"{'learning_rate': 0.5, 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 500}",-1.1506904797165303,-1.191873281375619,-1.5861496428513775,-1.476040622071764,-1.2211579237062093,-1.3251823899443,0.1731484611707089,63
0.34285540580749513,0.020911691774814656,0.005654144287109375,0.000848877040153434,0.5,15,sqrt,100,"{'learning_rate': 0.5, 'max_depth': 15, 'max_features': 'sqrt', 'n_estimators': 100}",-1.1355745411353946,-1.2040876089569303,-1.5544038303355832,-1.427798491276273,-1.1750266917273384,-1.299378232686304,0.16303685248924205,55
0.5402153491973877,0.07433414880389289,0.006827783584594726,0.0020267258148209295,0.5,15,sqrt,250,"{'learning_rate': 0.5, 'max_depth': 15, 'max_features': 'sqrt', 'n_estimators': 250}",-1.1355745411353946,-1.2040876089569303,-1.5544038303355832,-1.427798491276273,-1.1750266917273384,-1.299378232686304,0.16303685248924205,55
0.851396894454956,0.06653915044450942,0.006904792785644531,0.000851700129605368,0.5,15,sqrt,500,"{'learning_rate': 0.5, 'max_depth': 15, 'max_features': 'sqrt', 'n_estimators': 500}",-1.1355745411353946,-1.2040876089569303,-1.5544038303355832,-1.427798491276273,-1.1750266917273384,-1.299378232686304,0.16303685248924205,55
0.42758841514587403,0.029175147710837613,0.007330656051635742,0.003323636611554742,0.5,15,log2,100,"{'learning_rate': 0.5, 'max_depth': 15, 'max_features': 'log2', 'n_estimators': 100}",-1.1355745411353946,-1.2040876089569303,-1.5544038303355832,-1.427798491276273,-1.1750266917273384,-1.299378232686304,0.16303685248924205,55
0.5551684379577637,0.061194020872714645,0.006724691390991211,0.0020839937031182504,0.5,15,log2,250,"{'learning_rate': 0.5, 'max_depth': 15, 'max_features': 'log2', 'n_estimators': 250}",-1.1355745411353946,-1.2040876089569303,-1.5544038303355832,-1.427798491276273,-1.1750266917273384,-1.299378232686304,0.16303685248924205,55
0.8079673290252686,0.14823718090728377,0.0061070919036865234,0.0015828280834067955,0.5,15,log2,500,"{'learning_rate': 0.5, 'max_depth': 15, 'max_features': 'log2', 'n_estimators': 500}",-1.1355745411353946,-1.2040876089569303,-1.5544038303355832,-1.427798491276273,-1.1750266917273384,-1.299378232686304,0.16303685248924205,55
